rating	review	book_title	user	review_title
3	Huck Finn, cruelly abused by his drunken father, joins up with Jim, a runaway slave, and heads down the Mississippi River on a raft. Along the way, they encounter a deadly feud, a pair of con artists, and other characters from the pre-Civil War South. All the while, Huck's conscience and basic de...	The Adventures of Huckleberry Finn	Aishu Rehman	Huck Finn, cruelly abused by
3	I really quite enjoyed this well-written satire of slavery-era America. I reads a lot like a Dickens novel, very episodic and with a youthful protagonist. I'll put aside the fact that Huck Finn may be the most annoying character in all of literature and say that this is a great American classic f...	The Adventures of Huckleberry Finn	Barry Pierce	I really quite enjoyed this
4	"3.5""There warn't no home like a raft, after all.""I mean, at the beginning there's a notice that reads ""Persons attempting to find a motive in this narrative will be prosecuted; persons attempting to find a moral in it will be banished; persons attempting to find a plot in it will be shot."" How am..."	The Adventures of Huckleberry Finn	Simona Bartolotta	3
3	I had mixed feelings about this book.On the one hand, it's clear that Mark Twain was progressive for his day, satirizing the topsy-turvy morals of the slavery-era south. His heroes are two people at the bottom rung of the social ladder - a runaway slave, and the son of the town drunk. Though they...	The Adventures of Huckleberry Finn	MCOH	I had mixed feelings about
5	Having never so much as fingertipped a Twain until this moment, in the last rattle of my twenties, this caustic racial satire packaged as a rootin-tootin Boys Own romp proved a pleasant surprise, rather like some other late-in-the-game experiences in my life, such as listening to Tom Waits for...	The Adventures of Huckleberry Finn	MJ Nicholls	Having never so much as
5	I used to hate this book when I was younger, but I'm glad I gave it another chance because there's so much more to it than I initially realized, and it's such an unforgettable and funny novel. :)	The Adventures of Huckleberry Finn	Rebecca McNutt	I used to hate this
4	"Review  4 out of 5 stars to The Adventures of Huckleberry Finn, one of the ""Great American Novels"" by Mark Twain published in 1884. I've actually read this book twice: once as a 14-year-old and again in college as part of my many American English courses. My interpretations have expanded with t..."	The Adventures of Huckleberry Finn	James	Review  4 out of
5	More mature and longer than its cousin, Tom Sawyer, Huck Finn remains an incredible kid's story of initiation and adventure. Yes, there is some racial stereotypes in the depiction of Jim, but let's give Mark Twain the benefit of the doubt that he is trying to tell a good story and is sympathetic...	The Adventures of Huckleberry Finn	Michael Finocchiaro	More mature and longer than
5	"""We reckoned we was all going to die, but didn't. It was the most indigestible sawdust I ever see, and Tom said the same."""	The Adventures of Huckleberry Finn	Brian 	"""We reckoned we was all"
5	"Huck Finn is miles weightier than Tom Sawyer, and it's almost the Great American Novel it's called. Tom Sawyer was all fun and games - Don Quixote, as he points out himself, ""all adventures and more adventures."" Huck Finn's a different person; he's concerned with doing the right thing. He spends..."	The Adventures of Huckleberry Finn	Alex	Huck Finn is miles weightier
2	.         .          .               .        .    ...	The Adventures of Huckleberry Finn	Mahdi Lotfi	
5	Now, how in the nation is a body going to start this review? Well, I'll be ding-busted!I usually dont like reading colloquial prose style, accented dialogue and dialects. All too often they require additional effort to decipher and are just plain irritating. However, I have to make an exception...	The Adventures of Huckleberry Finn	Apatt	Now, how in the nation
5	I've read  The Adventures of Huckleberry Finn many times: first as a teenager, then as a young man in college and until last week, as a thirty-something adult. Each reading brought new insights about Twain's take on the American experience. He created unforgettable and timeless characters, the li...	The Adventures of Huckleberry Finn	Gary  the Bookworm	I've read  The Adventures
4	DAY 11. CHAPTERS 36-39. Boys will always be boys. When Huck and Tom are back together again as playmates, it is as if they missed a lot while apart. Huck learned a lot from life while spending time with Jim on the raft. However, when he sees back his old buddy, what would they do but play and Jim is again in the background almost forgotten. 'Tis a children's adventure book with some great (understatement) lessons.	The Adventures of Huckleberry Finn	K.D. Absolutely	DAY 11
5	An adventure story with a social message. Huck is conditioned to be severely racist but his lack of social graces and natural kindness makes it impossible for him to act on his prejudices. Some very lyrical passages; the writing is always vivid and although Finn rings true as a boy, the message he carries is completely adult.	The Adventures of Huckleberry Finn	Ellie	An adventure story with a
5	"""All right, then, I'll GO to hell"" --This is Huck's decision, rather than turn in his friend, Jim. They had been through many things together. Here's the story....Huck had faked his death and ran away from his drunken father. On Jacksons Island, in the middle of the Mississippi River, Huck encou..."	The Adventures of Huckleberry Finn	Michael Perkins	"""All right, then, I'll GO"
1	The Lovely Bones has got to be the most baffling, poorly written, jaw-droppingly bad book that I have ever set my eyes on. It is truly a black, black tragedy that the words in this book were placed in that particular order, published, and distributed. How could this have ever possibly been popula...	The Lovely Bones	Sarah	The Lovely Bones has got
2	One book, two rapes. How's that for a bargain? (The book only advertises one.) Yuck.The book in question is Alice Sebold's The Lovely Bones. I'm not giving anything away by saying it's a book about a girl (the narrator) who was murdered. That's revealed in the book's second sentence. It's also no...	The Lovely Bones	Seth T.	One book, two rapes
3	The greatest first 30 pages ever. The worst rest.Compare/contrast with The Shimmering Go-Between.	The Lovely Bones	Lee	The greatest first 30 pages
1	"Haaaaaated it. I am one of those OCD literary nerds who takes on a war bunker mentality with books that I've started and dislike: ""I will see this through to the end."" For ""The Lovely Bones,"" I made an exception.Somewhere, sometime, someone told Sebold she could write. That person should be made..."	The Lovely Bones	KT	Haaaaaated it
5	Inside the snow globe on my father's desk, there was a penguin wearing a red-and-white-striped scarf. When I was little my father would pull me into his lap and reach for the snow globe. He would turn it over, letting all the snow collect on the top, then quickly invert it. The two of us watch...	The Lovely Bones	Ana O	Inside the snow globe on
5	I worked at Borders for more than a year and I worked the boring ass registers, usually at night whic was always slow. I leaned there with my chin in my hand staring at the shelves actually wishing that I could help customers in their purchases. It's purely insane, but I think that's what happens...	The Lovely Bones	Carolynn	I worked at Borders for
3	The moment I finished The Lovely Bones, I let out a long, slow and heavy breath.Because that was some damn satisfying ending.I strongly believe that if you go into this book thinking it will be creepy, scary, mysterious, fast-paced and full of shocking revelations, you will be tempted to put it a...	The Lovely Bones	Lola 	The moment I finished The
1	Two-dimensional stereotyped characters-Mother  living with the regret of losing her independence to the demands of childrearing. The tragic loss of a daughter accelerates her departure from those heavy burdens and into the arms of the detective working the case.-Father  obsessed to the point th...	The Lovely Bones	Ted	Two-dimensional stereotyped characters-Mother  living
1	This book has single handedly shown me that I spend too much time skimming and not enough time really reading and thinking about the books I have been reading. I have two kids and so I'm busy and I often find myself reading when I am stealing time or tired. But that is not even an excuse for this...	The Lovely Bones	Claire Greene	This book has single handedly
4	Great read! a detailed storyline of a tragic death through violence...then overcoming it by first acceptance then letting go and also moving on in life...survival was another...really good writing (paperback!)	The Lovely Bones	Diane	Great read
5	I can't review this book by thinking about the plot or about theme and diction, for it is only (and truly) a series of snapshots, candid and sore, that piece together the lives of living people. The delicate sweet soul of a father; a grandmother with the heart of an empath; a sister whose youth a...	The Lovely Bones	Amanda	I can't review this book
1	After hearing all the hype about this book, I couldn't wait to read it and discover how amazing it is for myself. I was greatly disappointed.How has this book become such a worldwide success? It's slow, boring and there is no real connection with any of the characters. I found myself disliking ev...	The Lovely Bones	Emily May	After hearing all the hype
1	This was the book that made me realise the serious flaw in the theory that if lots of people you see on the tube are reading a book, it must be good. I would say with some confidence that this is the worst book I've ever read in my entire life.The only thing that kept me going to the end was shee...	The Lovely Bones	Steven	This was the book that
2	"This is a fine novella which some enterprising editor persuaded Sebold to transform into a novel. And the novel is not a good one, featuring unbelievable twists and turns and a super creepy ending (but not super creepy in a good way) reminiscent of the movie ""Ghost."" My advice: read the first thi..."	The Lovely Bones	Bill  Kerwin	This is a fine novella
2	What a disappointment. I had high hopes with this book. Anyway, though the author doesn't owe me anything, I did feel cheated of my hours invested in The Lovely Bones.Thematically, the book is a mess. The questions we have, both about events in heaven and on earth are left unanswered. I also foun...	The Lovely Bones	Luffy	What a disappointment
1	I was really disappointed with this book. The first half was easy enough to read and then unfortunately I started getting bored particularly when Sebold started rehashing the same old lines which was just frustrating after a while. However, if that was the only problem I had I wouldn't be complai...	The Lovely Bones	tee	I was really disappointed with
5	The lovely bones, Alice SeboldThe Lovely Bones is a 2002 novel by American writer Alice Sebold. It is the story of a teenage girl who, after being raped and murdered, watches from her personal Heaven as her family and friends struggle to move on with their lives while she comes to terms with her...	The Lovely Bones	Ahmad Sharabiani	The lovely bones, Alice SeboldThe
1	"I have no idea how so many people can love such a boring, pointless book. I don't read a lot of juggernaut pop-fiction, but at least with ""DaVinci Code"" I can see the appeal; this one's draw baffles me. Besides being uninteresting, there are two plot points that were just rancid:1. The mom sudden..."	The Lovely Bones	Patrick	I have no idea how
3	Wow. I'm surprised that there was so much animosity towards this book (from the reviews here on Good Reads). Even if I didn't like it, I don't think I'd find so much in it to HATE it. The approach is different, which some might call trite or some call imaginative. I think I just liked Susie. She...	The Lovely Bones	Kim	Wow
2	Im finally free of this book	The Lovely Bones	Cece (ProblemsOfaBookNerd)	Im finally free of this
4	"""These were the lovely bones that had grown around my absence: the connections  sometimes tenuous, sometimes made at a great cost, but often magnificent  that happened after I was gone.""I hardly ever read books when they are first released. I always seem to be a few years behind, for whatever r..."	The Lovely Bones	Jessica	"""These were the lovely bones"
3	Well that wasn't a happy happy good time...The Lovely Bones is going to be difficult to review without spoilers, so if you haven't read it yet I'm gonna have to go ahead and ask you to leave, m'kay?Why am I not surprised to learn that Alice Sebold was raped at a young age? Because only someone wh...	The Lovely Bones	Jason Koivu	Well that wasn't a happy
4	A SANGUE FREDDOSusie Salmon, salmone proprio come il pesce, ha 14 anni quando il vicino di casa, la sequestra, stupra e fa a pezzi.Susie-Saorsie Ronan nel film omonimo di Peter Jackson, 2009.Comincia subito cos, questa storia horror che sa diventare molto altro: thriller, introspezione, tenerez...	The Lovely Bones	Orsodimondo	A SANGUE FREDDOSusie Salmon, salmone
1	This is easily the worst book I've ever read in my entire life. SPOILER ALERT: She comes back from heaven to bang the guy she liked.If you like this book, then you hate literature. It's that simple. I'm not joking. Do not read this book.	The Lovely Bones	S C Tisdale	This is easily the worst
3	Several years have passed since the publication of Alice Sebold's most famous novel, but back when it was released, The Lovely Bones hit the literary world in a perhaps surprising way. Bluntly dealing with the effects of a young girl's rape and murder and her family's reactions, Alice Sebold uses...	The Lovely Bones	Councillor	Several years have passed since
5	"""The Lovely Bones,"" had me crying from start to finish. This book is extremely emotion packed. But this book was interestingly written because it's from the point of view from a girl who was murdered. The book starts like this: ""My name was Salmon, like the fish; first name, Susie. I was fourteen..."	The Lovely Bones	Suyana	"""The Lovely Bones,"" had me"
2	Let me start this off by saying that I really wanted to like this book. Although the subject of a little girl being brutally raped and murdered is extremely disturbing I thought it would be interesting to read about her in the afterlife as she watched her family try to solve her murder.There is n...	The Lovely Bones	Megs ♥	Let me start this off
1	Absolute Trash.I can't be bothered to write a long review so I'll just say my main reason for not liking it.I hate emotionally manipulative stories and I hate it when books become overly sentimental and depressing. Okay, I geddit, it's sad. She was raped and murdered. But guess what, I couldn't g...	The Lovely Bones	Fiona	Absolute Trash
2	Rating: 2.75* of fiveThe Publisher Says: The Lovely Bones is the story of a family devastated by a gruesome murder -- a murder recounted by the teenage victim. Upsetting, you say? Remarkably, first-time novelist Alice Sebold takes this difficult material and delivers a compelling and accomplished...	The Lovely Bones	Richard Derus	Rating: 2
5	I remember reading this book and thinking, how great of a film it would be and then they made a movie! Both book and movie are wonderful and the movie did a fantastic job of sticking to Sebold's plot. This book also made me want to cling a little tighter to my daughters as we all fear for our chi...	The Lovely Bones	Mandy	I remember reading this book
5	I have no doubt that this book damaged me, psychologically, as a small child. It is one of the earliest books I vividly remember reading aloud to myself, and I remember the first time my mother read it to me before she put me to bed. Here's the gist of the plot: A little boy named Max dresses up...	Where the Wild Things Are	Nathan	I have no doubt that
1	This book is crap, and let me tell you why. The kid is a jerk and is sent to his room without supper. He proceeds to go to some magical place where these monsters live and he bosses them around and is mean to them. Then he gets back home...having not learned that being a mean jerk is wrong...and...	Where the Wild Things Are	fleegan	This book is crap, and
5	"""Mom. Mom. Mo-om. Mom. MOM!""My mom whips around. ""WHAT??!""""CanIgetabook?""""What?""""Can... I... get... a... book...?""""How much is it?""""$8.50.""""What is it?""I brandish a copy of Where The Wild Things Are from behind my back.""Don't you already have that?""""Nuh-uh.""""Aren't you a little... old for a book..."	Where the Wild Things Are	Angie	"""Mom"
4	and now, max cried, let the wild rumpus start! i babysat the other night and, i swear, i read this book at least 30 times within a 4 hour time span (kids, eh?). i never read this story as a child and i cant help but feel like i missed out on something special.but luckily, this is one of th...	Where the Wild Things Are	jessica	and now, max cried, let
5	I have read the story of Max about 1,000,000 times and my kids love it too. The illustrations are magical and the text is beyond wonderful. It is one of the most fun and rewarding books for a parent to read to a kid (lots of fun making dancing sounds and monster sounds!) and features joyful plot....	Where the Wild Things Are	Michael Finocchiaro	I have read the story
4	I loved this so much, I begged to star in it in an elementary school play. I won the lead role but had to share it with another classmate as we were doing 8 performances and couldn't be out of classes for rehearsals that often! I got to be rowdy... even though I was the quietest child possible. A...	Where the Wild Things Are	James	I loved this so much,
5	Please visit our blog www.twogalsandabook.com for this review and others!I can still remember reading this for the first time in my grade school library. The pictures and illustrations can be a little scary at times, but they still remain incredible to me. I love children's books that are adventu...	Where the Wild Things Are	Mischenko	Please visit our blog www
5	It is often difficult to review a book that was and still is one of my favorite all-time picture books. I adore everything about Maurice Sendak's Where the Wild Things Are, from the brilliant text to the expressive accompanying illustrations. And I also with all my heart appreciate the message th...	Where the Wild Things Are	Manybooks	It is often difficult to
0	My copy of this book is nearly fifty years old. It was read to me when I was tiny and I read it to my children when they were small.When we lived in the States I discovered the play figures in a bargain bin in a toy store and bought them for my kids too. This guy was always my favourite!He looks...	Where the Wild Things Are	Mark Lawrence	My copy of this book
5	"I didn't realize this was The Odyssey for so long. It seems so obvious now! It's the Cyclops part. Polyphemus.Which makes Max's mom a stand-in for Penelope, keeping his dinner hot for him as he sails ""in and out of weeks and almost over a year,"" and that's a little weird but there's always someth..."	Where the Wild Things Are	Alex	I didn't realize this was
4	Where the Wild Things Are, Maurice SendakWhere the Wild Things Are is a 1963 children's picture book by American writer and illustrator Maurice Sendak. This story of only 338 words, focuses on a young boy, named: Max who.  :        2005 :   ...	Where the Wild Things Are	Ahmad Sharabiani	Where the Wild Things Are,
5	Like a gremlin crouched in the back of a dim cave, Where the Wild Things Are lay on my cousin's bedroom floor. My cousin was in kindergarden and I was being babysat by my aunt, busy in the kitchen downstairs - might as well have been miles away. The bedroom shades were drawn, the house quiet, the...	Where the Wild Things Are	Jason Koivu	Like a gremlin crouched in
4	FINISCE SEMPRE COSI'S, per fortuna finisce sempre cos. E meno male che c' qualcuno che ce lo ricorda, aiutandosi con splendidi disegni come fa Maurice Sendak.Il film omonimo diretto da Spike Jonze, 2009.Questo libro  ormai un classico, non solo perch ha cinquanta e passa anni di vita, ma per...	Where the Wild Things Are	Orsodimondo	FINISCE SEMPRE COSI'S, per fortuna
2	Where the Wild Things Are What's the moral of this story? Some might say Sendack's work is a testament to the unbridled powers of a child's imagination. Others would posit that the true virtue of Where the Wild Things Are stems from the reversal of a timeless power dynamic in which monsters frigh...	Where the Wild Things Are	Kirk	Where the Wild Things Are
5	The classic. I would take this on a desert island. So much to explore and interpret in the words and the pictures. I'm afraid my girls don't like the book as much as I do. But sooner or later, they'll come around.I see quite a few people complaining about Max being a little shit and not learning...	Where the Wild Things Are	G	The classic
4	3.5 Stars Small fry was utterly enchanted, and I think we both loved Maxs unbridled excitement. The whole story reads like a love-letter to childish imagination.But Max was also a mean little snoot who threatened to eat his mother and was a little tyrant to the Wild Things... jussayingKid Lit E...	Where the Wild Things Are	Kaylin (The Re-Read Queen)	3
5	Through a Childs Eye(A Book Review of Maurice Sendaks Where The Wild Things Are)Im glad that I recently scored a vintage 1963 edition (pictures here) of Maurice Sendaks Where the Wild Things Are in Booksale during one of the mini Meet Ups with my Goodreads-The Filipino Group friends. I breeze...	Where the Wild Things Are	Apokripos	Through a Childs Eye(A Book
5	Another 5 star! Man, I'm getting generous. You guys just keep bringing up stories that KICK TRASH! This is the greatest children's book in the history of time as far as I'm concerned. And I'll tell you something WICKED AWESOME about it that I figured out when I researched it for a play adaptation...	Where the Wild Things Are	Meg	Another 5 star
4	So not my normal choice of read. But it was a me and little one book, where I read and he listens or pretends to...hopefully we can nail down the 'pretend to listen' game with the kid. (But not with me, because I'm the favorite aunt--duh.)Anyway, the story was...meh to me. I remember when I was y...	Where the Wild Things Are	SheReadsALot	So not my normal choice
2	Pues eso, un cuento para nios con bonitas ilustraciones.	Where the Wild Things Are	Maria Clara	Pues eso, un cuento para
3	My kids weren't so keen on this beloved children's story but I loved the illustrations, although, the story was a little bit disturbing if you pay close attention to what the little boy is doing or threatening to do. Hmmm?	Where the Wild Things Are	Hayat	My kids weren't so keen
5	"Of all the books I read my kids, and there are many, this is my favourite to perform.It is so easy to turn Where the Wild Things Are into a a big, rollicking tickle fest, and I am never able to resist the urge. When those Wild Things show up with their ""terrible roars"" and ""terrible eyes"" and ""te..."	Where the Wild Things Are	Brad	Of all the books I
2	Se lee en un santiamn... Me gustaron las ilustraciones pero hasta ah.	Where the Wild Things Are	Annie♡	Se lee en un santiamn
2	What kind of mother will send his child to bed without dinner?Statistics say the many Filipinos go to bed with empty stomach. They just sleep so that they'll forget that they are hungry. Living in a Pacific island when I was a young boy, our family was poor too. However, my mother made sure that...	Where the Wild Things Are	K.D. Absolutely	What kind of mother will
5	My son's favorite book! Now it looks like its Mr. Hs favorite book, too. Excuse me, Im being summoned for the tenth rereading...in a row.	Where the Wild Things Are	Cyndi	My son's favorite book
5	I didn't want to add any children's books - but this one was just too cool...Update: Saw the movie - the book was much better!	Where the Wild Things Are	Otis Chandler	I didn't want to add
4	4.5 STARS Un nio con mucha imaginacin, en vez de sentirse herido por los regaos de su mam, utiliza eso para emprender un viaje en el que sus defectos lo convierten en el rey de su propio mundo.Libro sencillo para nios, con increbles y originales imgenes. Vean la pelcula tambin es una o...	Where the Wild Things Are	AleJandra	4
4	...	Where the Wild Things Are	Omnya	
4	Where the Wild Things Are is a very simple but very effectively told story of a journey through the imagination of a childs mind. There are very few lines of narrative here as very few are needed  it is the wonderful illustrations (by author/illustrator Maurice Sendak) which have secured the...	Where the Wild Things Are	James	Where the Wild Things Are
5	Where the Wild Things Are is Maurice Sendaks most popular childrens book and has won the Caldecott Medal for being the most distinguished picture book of the year. Many libraries across the country have dedicated themselves to this book because of its imaginative creatures and illustrations....	Where the Wild Things Are	Ronyell	Where the Wild Things Are
5	There are two kinds of people in the world. Those who like green eggs and ham, and those who don't.Well, three. Those who like green eggs and ham. Those who don't. And those who like the green eggs but not the ham. It's just ham, not green ham. We should get that straight. Oh, correction, it's gr...	Green Eggs and Ham	Mark Lawrence	There are two kinds of
5	This is a very complex story of two gentlemen from two very different walks of life. Introvert, extrovert... good, evil... Democrat, Republican... you get the idea. It also parallels the generational gap between those set in their ways, and those willing to venture out and explore perhaps a diffe...	Green Eggs and Ham	Peter	This is a very complex
5	Say! I love Green Eggs and Ham. I do! I love it Seuss-I-am. So I will read it with Milo Or he will read it cause he's preco.And I will read it with my TAnd we will read it night and day. And I will read it to my ScoutAnd she will love it, I have no doubt.And I will read it in the rain.And I wi...	Green Eggs and Ham	Brad	Say
5	First let me say I love Dr. Seuss. I just finished reading 'Green Eggs And Ham' with my granddaughter and we really enjoyed it. In short, the book teaches children to try something first before they decide they don't like something. The illustrations are great! I beleve we can all take a lesson f...	Green Eggs and Ham	Starjustin	First let me say I
4	Book Review  4 of 5 stars to Green Eggs and Ham, a picture book written by Dr. Seuss in 1960. Another delightful children's book full of wonderful images and fantastic rhymes. These are amazing books to use as tools that engages young kids in reading at a very early age. The topic in this one.....	Green Eggs and Ham	James	Book Review  4 of
4	Nutritive reading indeed!!!  BOOKS THAT FEED YOUR HUNGER OF KNOWLEDGE  Do you like green eggs and ham?  I do not like them, Sam-I-am.  I do not like green eggs and ham. One of the most charming tales to help kids to learn how to read.A brilliant work made only with fifty words, where forty-nine...	Green Eggs and Ham	Alejandro	Nutritive reading indeed
2	I do not think that Doctor SeussShould be a God, like Thor or ZeusAnd if you hate Green Eggs and HamMy Dear, I could not give a Damn	Green Eggs and Ham	Manny	I do not think that
5	Dr. Seuss's Orwellian dystopia finds him once again subverting reality in his funhouse world. He's not being subtle about it either. It's wild that there are whole generations who think this is cute:courtesy of this woman who is undoubtedly super niceIf your ham and eggs are green, they are ranci...	Green Eggs and Ham	Alex	Dr
4	The Argyle Sweater by Scott HilburnOkay. I never heard this little story before. It seems this book . . . . . . was written on a bet. Bennett Cerf, co-founder of Random House and Seusss editor, bet him $50 that he couldnt write a book using only 50 unique words. Seuss made it work with exactly...	Green Eggs and Ham	Melki	The Argyle Sweater by Scott
5	An exciting epic story about the battle between good and evil, It really makes you question life the universe and everything.	Green Eggs and Ham	Josh	An exciting epic story about
5	I had to pick a childhood book for my 2016 Reading Challenge with the Machalo group, so this one wins. Why? I have it memorized. It was required reading for me according to my children so that they would go to sleep at night. Something about the repetitive wording would lull them off to dreamland...	Green Eggs and Ham	Jilly	I had to pick a
5	An epic poem for the ages! Until recently only heard orally as passed down from the mouths of ancient sages (my mom and dad), I just picked up this tome and realized the eggs and the ham were green. SICK! No wonder the poor target of Sam-I-Am's incessant torment didn't want to eat the horrible lo...	Green Eggs and Ham	Jason Koivu	An epic poem for the
5	5 Green Eggs and Ham 's Try them, try them, and you may! Try them and you may, I say.  And yet another delightful book from the one and only Dr. Seuss :) It's loaded with wonderful images and fantastic rhymes. That the kids really get into and will love reading or singing along whichever you p...	Green Eggs and Ham	♥ℂĦℝΪՖƬΪℕÅ	5 Green Eggs and Ham
4	Dr Seuss being the pen name under which Theodor Seuss Geisel wrote (taking his middle name and making full use of his Oxford University PhD in English literature) was the American born grandson of German immigrants to the US. Beginning his career in the late 1920s as an illustrator and cartoo...	Green Eggs and Ham	James	Dr Seuss being the pen
5	Roughly fifteen years ago, when I was just starting out in high school, nothing in the world was more subversive or thought-provoking for me than staying up late on the weekend and watching Saturday Night Live. Around the same time, I think during the final year or two of the Reagan administratio...	Green Eggs and Ham	Nathan	Roughly fifteen years ago, when
5	I think Seuss is a genius at two distinct genres of children's lit -- the message book and the early reader. This is the book in which I feel that he best balances the two. From the message side, Sam teaches us about persistence while his unnamed, skeptical pal learns that one need not cling desp...	Green Eggs and Ham	Tim	I think Seuss is a
5	I have to read this twice before I was able to grasp the moral lessons that this children's story book wants to impart to readers. I'm very much aware that target audience for these story books of Dr. Seuss are kids. I can't stop myself on reading them because the colorful illustrations and story...	Green Eggs and Ham	[Shai] Bibliophage	I have to read this
5	Sometimes things aren't so bad as we imagine them.	Green Eggs and Ham	Yulia	Sometimes things aren't so bad
5	Books like this make me wanna have children.	Green Eggs and Ham	berthamason	Books like this make me
5	I never appreciated Green Eggs and Ham when I was a kid. I mean, it was ok, and it was Dr. Seuss, but it is a book about green eggs and ham. When my niece and nephew were born, however, all that changed. I should say, when my very strong-willed, don't-take-no-for-an-answer, nag-the-grown-ups-unti...	Green Eggs and Ham	Amy	I never appreciated Green Eggs
5	I love finding books for my son that I had when I was a kid, so when I recently came across a 50th anniversary edition of Green Eggs and Ham complete with shiny cover I had to get it to add to my 5yr old's bookshelf. This is definitely a book that has stood the test of time and an excellent piece...	Green Eggs and Ham	Wendi	I love finding books for
1	WTF?!I understand the moral of the story. I also understand this is a children's book. Doesn't make it less stupid. Good god it was short!	Green Eggs and Ham	Alexxy	WTF
3	I like the idea that you should never judge a book from its cover.Dr. Seuss way of writing stories in such rhythmic manner to teach kids - and even adults - lessons is really magnificent!You may watch an illustration through here:https://www.youtube.com/watch?v=2KRkR...	Green Eggs and Ham	Nadin Adel	I like the idea that
5	On the surface, this seams to be a simple tale of learning to like things you never tried. but if you dig deeper, you find a much more sinister manifesto filled with mind control and evil world domination. Yes, I may be treading on thin ice but many have overlooked the subtext and true purpose of...	Green Eggs and Ham	Sam	On the surface, this seams
4	I was very open to trying new foods as a kid, but Sam I Am actually makes me want to refuse them just because he's such a pushy jerk.	Green Eggs and Ham	Miriam	I was very open to
4	Lots of fun. Loved all the different rhymes, they were cleverly written with how simple and catchy they were, the illustrations were great as well and perfectly depicted the absurdity of Sam-I-Am and No-name's back and forth about the green eggs and ham. Wish I'd read it as a child though, would...	Green Eggs and Ham	Ferdy	Lots of fun
3	3.0 stars. One of those books that everyone read and loved as a child and I was no exception. What was truly special was reading this book to my five year old daughter and re-living the magic through her eyes.	Green Eggs and Ham	Stephen	3
5	Ive read this book probably thousands of times and its still a favorite of mine. I can recite it by heart, and my children can do the same.	Green Eggs and Ham	Tassa DeSalada	Ive read this book probably
5	One of my favourite children's books, so good I have my own copy. I read this to my children and Grandson, over and over, sometimes night after night as bed time reading. Marvellous messages make miraculous moments - there you see, I'm nowhere near as good!!	Green Eggs and Ham	Barry Cunningham	One of my favourite children's
5	It is not so much that The Life of Pi, is particularly moving (although it is). It isnt even so much that it is written with language that is both delicate and sturdy all at once (which it is, as well). And its certainly not that Yann Martels vision filled passages are so precise that you begi...	Life of Pi	Eva	It is not so much
5	LITTLE INDIAN BOY GOES ON WEIRD BOAT RIDE WITH MEAN CAT.	Life of Pi	Jason	LITTLE INDIAN BOY GOES ON
2	I found a lot of this book incredibly tedious. I tend to avoid the winners of the Man / Booker  they make me a little depressed. The only Carey I havent liked won the Booker (Oscar and Lucinda), I really didnt like the little bit of Vernon God Little I read and I never finished The Sea despite...	Life of Pi	Trevor	I found a lot of
2	It's not that it was bad, it's just that I wish the tiger had eaten him so the story wouldn't exist.I read half of it, and felt really impatient the whole time, skipping whole pages, and then I realized that I didn't have to keep going, which is as spiritual a moment as I could hope to get from t...	Life of Pi	Mary	It's not that it was
4	"I was extremely surprised by this book. Let me tell you why (it's a funny story): On the Danish cover it says ""Pi's Liv"" (Pi's Life), but I hadn't noticed the apostrophe, so I thought it said ""Pis Liv"" (Piss Life) and I thought that was an interesting title at least, so perhaps I should give it a..."	Life of Pi	Kirstine	I was extremely surprised by
2	Sift a pinch of psychology with a scant tablespoon of theology, add one part  Island of the Blue Dolphin  with two parts philosophy, mix with a pastry blender or the back of a fork until crumbly but not dry and there you have Pi and his lame-o, cheesed out, boat ride to enlightenment.Actually I l...	Life of Pi	Malbadeen	Sift a pinch of psychology
4	"The beginning is rough.It's all like - Why do we keep going on and on about religion? Where's the boat? Where's the tiger? Stop and enjoy the roses.  The book will get to the tiger part when it wants to. Young Pi ( Piscine ""Pi"" Patel ) spends the first part of the book joining the Christian, Musl..."	Life of Pi	Miranda Reads	The beginning is rough
4	"Life of Pi was a fairly engaging story in terms of plot and character, but what made it such a memorable book, for me at least, was its thematic concerns. Is it a ""story that will make you believe in God,"" as Pi claims? I'm not sure I'd go that far, but I would recommend it to people who enjoy th..."	Life of Pi	Jesse	Life of Pi was a
5	I read this book two years ago, but when we discussed it this month for book club, I remembered how much I liked it. A good discussion always ups my appreciation of a novel as does an ending that makes me requestion my givens in the story. I find myself reading contradictory interpretations and a...	Life of Pi	Annalisa	I read this book two
1	"No need to reinvent the wheel. Here's my Amazon.com review:It doesn't matter whether what you tell people is truth or fiction, because there's no such thing as truth, no real difference between fantasy and reality, so you might as well go with the more interesting story. That's ""Life of Pi"" in a..."	Life of Pi	Adrian Rush	No need to reinvent the
4	On the surface Life of Pi is a funny little book, heart-warming and audacious, but dig a little deeper and youll see how complex the story actually is. The magically real elements make the story doubt itself; they call into question the probability of these events actually happening because they...	Life of Pi	Sean Barrs the Bookdragon	On the surface Life of
3	,,	Life of Pi	Huda Yahya	,,
4	Pi , Richard Parker... I'm gonna Miss u so much :(	Life of Pi	Mohammed Arabey	Pi , Richard Parker
5	life is so beautiful that death has fallen in love with it - a jealous, possessive love that grabs at what it can. and sometimes stories are so beautiful that souls have fallen in a love with them - a tender, quiet love that nurtures what it can. this is one of those stories.its a story that w...	Life of Pi	jessica	life is so beautiful that
3	And then there were none.  Review to come, must digest first.	Life of Pi	s.penkevich	And then there were none
